genome_id	covered	length	percent_covered
G000468135	534	2710958	0.01969783375470959
G000468535	302	1499837	0.02013552139332474
G000468615	300	4635105	0.006472345286676354
G000468955	118	2427048	0.0048618733539674535
G000469035	1359	5903101	0.023021798204028696
G000469305	406	1948926	0.020831986437658483
G000469345	1128	3449576	0.032699670916077804
G000469365	302	2474747	0.012203267647157467
G000469485	604	4244979	0.014228574511204885
G000469665	192	1336637	0.014364408586624492
G000470745	243	4760138	0.005104894017778476
G000470885	151	6231863	0.002423031443406249
G000471625	151	3217149	0.0046935967218179825
G000472405	615100	2479174	24.81068291293794
G000472665	334	4051572	0.008243713798002357
G000472705	129	7024053	0.0018365465066963477
G000472965	708	7953706	0.008901510817724468
G000472985	2872	9132861	0.03144688176027206
G000473325	151	5344579	0.0028252926937743835
G000473485	404	8612770	0.004690709260783697
G000473765	150	5141107	0.00291765956242498
G000473955	112	3415052	0.00327959867082551
G000474055	144	1901101	0.0075745581113260164
G000474135	144	1951866	0.007377555631380432
G000474175	901	4921621	0.018306976502254033
G000474215	151	3708788	0.004071410929931827
G000474745	151	2593288	0.005822723893373971
G000477435	151	2991840	0.005047061340178619
G000477535	143	3100528	0.004612117678021292
G000477555	728	2779519	0.02619158206869606
G000478365	971	5778539	0.01680355536235024
G000478565	532	4220164	0.0126061451640268
G000478605	145	6448717	0.002248509277116673
G000478885	342	2862526	0.011947489734591057
G000479335	240	1992567	0.012044764366769097
G000482365	224	2254967	0.00993362652313759
G000482445	302	4290894	0.007038160346072403
G000482785	112	5185448	0.0021598905244059915
G000484535	151	4724791	0.0031959085597648654
G000484635	1632	3681480	0.04432999771830894
G000484655	11523	4512648	0.2553489658400123
G000485945	423	4849387	0.008722751968444672
G000488175	8779	3653934	0.24026159202656644
G000488235	407	4142582	0.00982479043263356
G000488255	10004	3211959	0.3114610117999638
G000488275	1030	3148632	0.03271261932166096
G000492155	642	2420146	0.02652732521095835
G000493415	302	4753701	0.00635294478975434
G000493735	395	2497215	0.015817620829604178
G000494755	1065	9376071	0.011358702381839898
G000495435	151	3993013	0.0037816055194410834
G000495775	839	5009524	0.01674809822250577
G000495915	3898	5057869	0.07706803003399257
G000496075	151	4301636	0.003510292363184612
G000496285	151	5025459	0.003004700665153173
G000497445	114	9782277	0.001165372847242007
G000497755	151	4144680	0.0036432245673972416
G000498435	4033	4250773	0.0948768612203004
G000498475	488	3114716	0.01566756006005042
G000498495	118	3388030	0.0034828499157327415
G000498515	525	2896432	0.0181257491976335
G000498535	326	3467644	0.00940119573981643
G000498575	151	5455203	0.0027679996509754083
G000498975	2750	6247860	0.0440150707602283
G000499385	244	55082052	0.0004429755086103183
G000499425	634	45898889	0.0013812970505669537
G000499525	302	3740882	0.008072962472486435
G000499545	630	51987637	0.0012118265733062651
G000499605	1332	46046322	0.0028927391855531914
G000499745	1082	72559859	0.001491182611035669
G000499785	1134	5025674	0.02256413766591307
G000503215	2512	6419974	0.039127884318534624
G000504585	151	5385946	0.0028035929064272086
G000507145	151	3982302	0.0037917767160802972
G000507185	1819	6150068	0.02957690874312284
G000507465	53	22655731	0.0002339363934008574
G000507785	2369	3087019	0.07674070033258623
G000508325	107	5288228	0.0020233620789421335
G000510645	448	3657623	0.012248391920107677
G000511175	121	3246830	0.0037267119005306715
G000511305	151	5590552	0.0027009855198556424
G000511955	256	3216912	0.007957942275076221
G000512205	1303	6580318	0.019801474639979406
G000512235	236	3759522	0.006277393775059701
G000512565	333	23862632	0.0013954873041666148
G000512915	389	3076856	0.012642775612508353
G000513155	442	5573610	0.007930228343927903
G000513195	4213	7021422	0.06000209074458136
G000513295	160	4365796	0.003664852869900472
G000513835	699	3754531	0.018617505089184243
G000514455	135	5409810	0.0024954665690661965
G000515315	353	3715967	0.00949954614774566
G000515355	151	5806310	0.0026006189817629442
G000517305	526	5986012	0.008787152448073942
G000517545	151	5367198	0.00281338605357954
G000518625	429	4613006	0.009299792803217685
G000518645	17432	6749680	0.2582640954830451
G000518785	302	4977247	0.006067611271853697
G000519045	422	3627226	0.011634235087639977
G000519105	738	4719197	0.015638253711383526
G000519285	151	2923171	0.005165623222178928
G000519325	253	5521807	0.004581833446913302
G000520075	363	75861065	0.00047850633259630614
G000520115	121	71412072	0.00016943913908561568
G000520615	151	4640142	0.0032542107547570745
G000520835	282	4754582	0.005931120758880592
G000520955	112	5265647	0.0021269940806894192
G000521865	151	4902268	0.003080206957269574
G000522465	1411	2202209	0.06407202949402169
G000523435	602	31284796	0.0019242573932717988
G000523455	569	31374457	0.0018135772039018874
G000524495	163	27411467	0.000594641651247633
G000525775	157	1806790	0.008689443709562261
G000526495	453	4469700	0.01013490838311296
G000526695	151	2726463	0.005538310991199954
G000527035	1639	3632396	0.04512173232213668
G000527095	774	4384919	0.017651409296272062
G000527135	302	4306529	0.007012608065567421
G000527765	753	32843075	0.0022927207638139854
G000550785	500	3132253	0.01596295063010555
G000550805	324	2931780	0.0110513067146921
G000559025	2515	4297621	0.058520749037665264
G000559085	302	6297723	0.004795383982433016
G000564855	117	7534716	0.0015528123422302847
G000568425	274	3890277	0.007043200265688021
G000568975	1780	2288919	0.07776596725353759
G000576425	151	4188845	0.003604812305062613
G000576555	153	5252130	0.0029131038264475556
G000576575	151	4817431	0.003134450706195896
G000577275	453	7570868	0.0059834618698939145
G000577555	521	2476985	0.021033635649791986
G000577815	731	3655742	0.01999594063257199
G000585115	151	2288328	0.006598704381539709
G000585155	921	2497925	0.036870602600158134
G000585195	151	2260509	0.006679911471265985
G000585355	202	3287991	0.006143569127774377
G000585375	486	9195993	0.005284910503955364
G000585415	151	2548011	0.005926191056475031
G000585535	117	39422567	0.000296784326601563
G000586255	151	3463958	0.004359175255589126
G000590925	149	3555109	0.004191151382418936
G000597745	16161	4887656	0.3306492928307557
G000597765	2020	6074107	0.0332559172895703
G000600005	1209	2527978	0.04782478328529758
G000600105	107	4662822	0.00229474768713024
G000600275	904	26211507	0.0034488669422937032
G000601485	150	11581341	0.0012951868009067344
G000611675	1772	3653746	0.048498171465668385
G000612685	864	3952818	0.02185782396255026
G000612825	151	7966708	0.0018953876557293177
G000613185	238	6462170	0.003682973366531676
G000613225	2607	5110617	0.051011453215922854
G000613245	151	5939112	0.002542467628157206
G000613325	157	2835730	0.0055364932486520226
G000613345	297	2800854	0.010603908665000031
G000613365	867	2781586	0.031169268180095817
G000613445	151	3492701	0.004323301651071763
G000613505	151	3079859	0.004902821849961313
G000613565	116	3118008	0.003720324001734441
G000613605	1790	3451033	0.05186852748148164
G000613625	151	2519741	0.0059926794063358095
G000613645	824	3629826	0.02270081265603365
G000613665	970	4841198	0.020036362900257332
G000613705	224	2262325	0.009901318334014786
G000613725	644	2561068	0.025145759503457148
G000613765	375	2375906	0.01578345271235478
G000613825	4598	3681944	0.12487968312391497
G000613905	294	3706655	0.007931679641078007
G000613925	673	2950887	0.02280670184930836
G000613965	151	3299056	0.0045770668942873355
G000613985	224	2647892	0.00845955952886296
G000614005	751	3119956	0.02407085228125012
G000614125	7315	4887432	0.1496696015412593
G000614145	925	4785443	0.019329453929343637
G000614185	4163	5293553	0.07864283213939674
G000614245	156	3176117	0.004911657851395273
G000614285	881	3186665	0.0276464579740889
G000614355	553	2357093	0.023461102298466797
G000614585	748	2054930	0.03640026667575051
G000615005	300	4328944	0.006930096577825909
G000615285	267	1903176	0.014029180695847365
G000615685	292	2256528	0.01294023384597931
G000615765	108	2245821	0.004808931789310011
G000617925	150	3249539	0.00461603938281707
G000619845	2585	3299608	0.0783426394892969
G000619885	103	3654178	0.002818691371903613
G000619905	302	3210113	0.009407768511575761
G000620105	646	4040447	0.01598833000408123
G000620145	151	3712419	0.004067428811241404
G000620805	152	3246166	0.004682446923539954
G000620825	152	3208566	0.0047373187897646486
G000620925	151	2146932	0.007033292158298446
G000620985	302	2503678	0.012062254011897696
G000621045	667	3604475	0.01850477531401938
G000621065	7321	4049959	0.18076726208833227
G000621205	294	4466608	0.0065821760046997635
G000621225	3766	6261924	0.060141260098333996
G000621245	6289	6310393	0.09966098783387976
G000621265	4468	4771576	0.09363782532228346
G000621305	211	4215224	0.005005665179359389
G000621325	162	3719656	0.004355241452435387
G000621385	151	3697002	0.004084390541308877
G000621525	151	2657711	0.005681580879185133
G000621625	151	4624288	0.0032653675549619743
G000622145	1822	4430275	0.041126115196009276
G000622225	489	4866100	0.010049115307946815
G000622385	444	4086116	0.010866064497434729
G000632105	1790	6306766	0.028382216812864153
G000632125	2424	4033546	0.06009600485528118
G000633455	1209	6709380	0.018019548751151374
G000633575	1809	4444799	0.040699253217074606
G000633935	510	3448486	0.014789098752322033
G000647955	1927	4506778	0.042757819444401296
G000648235	620	2817994	0.022001466291269606
G000648295	151	3872502	0.003899287850593751
G000658965	493	6497715	0.00758728260627005
G000661955	4010	4648976	0.0862555539112269
G000661975	151	4981014	0.003031511254535723
G000682675	125	3420537	0.0036543969557996307
G000684935	151	4550287	0.003318471999678262
G000685035	673	7940562	0.008475470627897623
G000685055	257	8698674	0.0029544732909866493
G000685095	151	7283835	0.0020730837532700838
G000685215	143	3641423	0.003927036216336307
G000685925	1194	4665210	0.02559370317734893
G000686605	332	2139553	0.015517259913636167
G000686665	665	3146081	0.021137408731688727
G000686885	1466	3160055	0.04639159761459848
G000686905	1176	2921814	0.04024896862017911
G000687165	2749	5528137	0.0497274217335786
G000687355	564	4332570	0.01301767772938464
G000687475	696	37158276	0.001873068599845698
G000687595	273	1913828	0.0142646047607204
G000687615	322	2161688	0.01489576664162451
G000687635	2222	2219405	0.1001169232294241
G000687735	113	1282872	0.008808361239468942
G000687755	128	1618863	0.007906783958864957
G000688255	3241	3601513	0.08998995699862808
G000688275	755	5348711	0.014115550456923174
G000688395	151	2925528	0.005161461452428417
G000688415	2240	2261248	0.09906034189969433
G000688495	3350	2854330	0.11736554638041151
G000689195	9364	4596564	0.20371738542093615
G000689415	3958	6162905	0.06422295978925523
G000690815	42339	5038153	0.8403674918169417
G000691145	220	3679695	0.005978756391494404
G000691165	360	3732455	0.009645126331060924
G000691525	151	5469201	0.0027609151684130826
G000695095	589	4716552	0.012487936102474858
G000695625	103	9204158	0.0011190594511741325
G000695795	1207	3793740	0.03181556985982171
G000696095	123	7045513	0.0017457919671711628
G000696305	143	2052787	0.006966139204895588
G000696345	151	5656185	0.0026696439384496793
G000696595	151	7866882	0.0019194389848481265
G000696635	1404	4171425	0.03365756306298207
G000696675	8874	6806546	0.1303744953754812
G000696715	151	4871486	0.0030996702033014157
G000697965	151	7267542	0.002077731370523899
G000698575	403	7769515	0.005186938953074934
G000699185	1388	4232648	0.03279271037894008
G000699505	3616	1430433	0.25279058858401615
G000701265	151	3580527	0.004217256286574574
G000701445	1352	3220820	0.04197688787327451
G000701505	151	6174195	0.0024456629568713004
G000701665	302	2648776	0.01140149261394697
G000701685	258	1796014	0.014365144146983266
G000701705	585	4634382	0.012623042295607052
G000701905	450	3118701	0.014429084416877413
G000702505	106	5607959	0.0018901707376961922
G000702585	238	3037621	0.007835078833073645
G000702905	275	2413858	0.011392550845990113
G000705355	302	5063699	0.005964019583312516
G000708125	1216	4478929	0.027149347533751932
G000708205	229	13637588	0.0016791825651280858
G000708285	1186	5549217	0.021372384608495214
G000708615	130	4364282	0.002978725939341225
G000708655	151	2351734	0.006420794188458388
G000708755	151	4129547	0.003656575406454994
G000709125	230	41569958	0.000553284177001093
G000709345	4378	5284562	0.08284508725604885
G000709415	1033	2757557	0.03746069437549251
G000709915	114	7668650	0.0014865719520384944
G000709935	151	4072635	0.00370767328768721
G000710035	151	4939023	0.0030572848111863416
G000711195	151	2108215	0.00716245733950285
G000711715	151	2533074	0.005961136547925564
G000711825	151	3115116	0.0048473315279431006
G000711955	151	5782310	0.002611413085773679
G000711965	359	4027792	0.008913071975911367
G000714815	150	5430912	0.00276196705083787
G000715015	151	3602422	0.0041916244126867985
G000715205	302	3738292	0.008078555661248507
G000715505	488	4180996	0.01167186000656303
G000716215	270	9464933	0.0028526350899684126
G000716435	1475	11391025	0.01294879082435514
G000716445	151	9385999	0.0016087792040037506
G000716675	151	9720775	0.0015533740879713808
G000716715	713	11450110	0.006227014412961971
G000716805	151	10932324	0.001381225071631613
G000716975	151	5675437	0.0026605880745394586
G000717055	151	9131473	0.001653621491297187
G000717135	151	10974178	0.0013759572698747915
G000717335	106	10106304	0.0010488503017522528
G000717585	1475	6864905	0.021486094854917877
G000717995	151	7657087	0.001972029310885458
G000718165	302	11589856	0.002605726939144024
G000718175	151	8650209	0.001745622562414388
G000718255	151	6034224	0.002502393016898279
G000718325	578	4030126	0.01434198335238154
G000718515	151	7129091	0.0021180820948982133
G000718625	137	8721171	0.0015708899642032017
G000719095	151	9159577	0.0016485477440715875
G000719285	151	9485524	0.0015918994037651478
G000719975	485	5222763	0.009286272419407122
G000720335	6887	4164336	0.16538050724053008
G000720455	151	8321178	0.001814646916578398
G000720475	151	9325582	0.00161920189002681
G000720835	151	8115650	0.001860602662756526
G000720925	603	3987465	0.015122389789001283
G000721005	143	7675298	0.001863119842382667
G000721105	573	10066699	0.005692034697769348
G000721235	134	8588132	0.0015602927388633522
G000721705	946	11261636	0.00840020046820906
G000721765	104	25429521	0.0004089734918719075
G000721775	301	26206304	0.0011485786015456433
G000721785	924	29624778	0.0031190107146119375
G000722625	453	5240605	0.008644040144219989
G000722875	1567	4798682	0.03265479979711096
G000722885	755	4568738	0.016525351202016838
G000723165	1510	5949001	0.02538241294630813
G000723405	2968	5290595	0.05609955023962333
G000723465	2936	2968520	0.09890450460161965
G000723725	149	5106016	0.002918126382682702
G000724065	151	5536213	0.002727496214470072
G000724545	102	7371282	0.0013837484443004623
G000725495	302	9930653	0.003041089040166845
G000725555	151	7510044	0.0020106406833302177
G000725745	151	9319828	0.0016202015745354955
G000725785	265	8765062	0.003023367090843168
G000730165	151	7382446	0.002045392543338617
G000730305	144	5427282	0.0026532617984471787
G000730385	151	4308833	0.0035044291575004184
G000730485	629954	2607395	24.160282580890122
G000730565	4619	4769129	0.09685206669813293
G000730585	143	6666350	0.002145101892339886
G000730605	6215	6302605	0.09861001919047759
G000730625	151	5028250	0.0030030328643166114
G000730665	755	5343716	0.014128744865932245
G000730685	237	2434706	0.00973423485217517
G000731315	588	6455047	0.009109151335381446
G000731675	810	5940583	0.013635025383872257
G000731955	666	3554780	0.018735336645305755
G000733295	151	12546362	0.0012035361326255371
G000733715	2271	5372494	0.04227087084694743
G000733765	453	3805701	0.011903194707098639
G000733855	895	4526131	0.01977406310157616
G000733925	218	5550270	0.0039277368488379845
G000733935	453	4335162	0.01044943649164668
G000734905	362	4902203	0.0073844351202918355
G000734955	40884	4983265	0.8204259657072221
G000735045	151	2715091	0.005561507883161191
G000735105	775	4236810	0.018292064076510395
G000735345	409	4869630	0.008398995406221828
G000735365	453	4937394	0.009174880513890525
G000735435	1423	5669668	0.025098471374337968
G000735445	2083	5093672	0.04089387773692535
G000735505	302	5388380	0.00560465297547686
G000735515	606	4994520	0.012133298094711805
G000735535	705	4326271	0.016295789144970346
G000735695	405	2847637	0.014222318364313992
G000735715	8350	5592429	0.14930900329713617
G000737145	834	3955241	0.021085946469507167
G000737325	418	10327335	0.004047510805062487
G000737685	2636	5501621	0.047913151414828464
G000737695	2851	5879631	0.048489437517422435
G000737705	151	4754978	0.0031756193193743488
G000737765	390	5488182	0.007106178330091823
G000737775	200	4342354	0.004605796763690846
G000737785	236	4719506	0.005000523359860121
G000738005	118	2362916	0.004993829657931132
G000738675	2416	5224940	0.046239765432713104
G000739085	130	7237391	0.0017962273974143443
G000739455	602	2565321	0.02346684878812437
G000739755	105	8766286	0.0011977706408392334
G000739835	134	9930702	0.0013493507306935602
G000739875	1821	3734390	0.04876298404826491
G000739895	878	4329062	0.020281529809459877
G000739935	285	5294484	0.005382960832443728
G000739995	1084	3506646	0.0309127297138063
G000740035	2053	5407748	0.03796404714124992
G000740775	419	3961508	0.01057678035737906
G000740785	151	3441811	0.004387225213702902
G000740795	302	4129720	0.007312844454345572
G000740965	149	5024270	0.002965604953555442
G000741065	454	2003906	0.02265575331377819
G000741085	509	2208488	0.02304744241308986
G000741165	302	3253247	0.009283033228033408
G000741245	9559	2384843	0.40082303111777173
G000741285	151	2171330	0.006954263055362382
G000741295	122	1935755	0.006302450465064019
G000741325	273	1898884	0.014376865569460799
G000741375	299	2263543	0.013209380161984995
G000741415	10962	2304893	0.4755969149110175
G000741455	223	2233212	0.009985617129049995
G000741535	171	2171696	0.007874030251011192
G000741565	3909	2082956	0.1876659900641204
G000741605	2809	2308540	0.12167863671411368
G000741615	276	2280534	0.012102428641712862
G000741685	4646	2283948	0.20341969256743148
G000741715	151	2787676	0.005416698353754166
G000741785	453	2813644	0.01610011785428434
G000741825	2850	6777958	0.042048062263000154
G000741965	145	2182033	0.0066451790600783765
G000742135	2483	5545864	0.04477210404005579
G000743055	1272	4831776	0.026325723709046116
G000743455	391	4765599	0.008204634926270549
G000743535	453	2978056	0.015211265335507458
G000743575	604	5054474	0.011949809218526002
G000744225	151	8681881	0.0017392544311538017
G000744255	151	2619222	0.005765070696565622
G000744315	453	4064496	0.011145293290976297
G000744375	1337	4041508	0.0330817110840805
G000744655	153	9002920	0.0016994486233355402
G000744705	612	9915093	0.006172408065158844
G000744945	3619	3876771	0.09335088402177999
G000745065	302	2218174	0.01361480208495817
G000745125	604	2518464	0.02398287209981957
G000745345	145	7819494	0.0018543399355508171
G000745855	5036	6537793	0.07702905246464671
G000745905	170	2931053	0.0057999633578785514
G000746275	151	2609283	0.005787030383442501
G000746485	882	2136444	0.0412835534186714
G000746525	587	5764622	0.01018280123137302
G000746825	395	2748708	0.014370387833120144
G000746925	153	5876137	0.0026037514101526224
G000747075	755	3118478	0.024210528341068946
G000747135	422	3093891	0.01363978239698813
G000747155	755	3057902	0.02469013068437118
G000747175	724	3163094	0.0228889814845844
G000747195	1122	1842210	0.06090510853811455
G000747315	1475	2328298	0.0633509971661703
G000747725	3700	4387791	0.08432489150007373
G000747765	285	18115885	0.0015732049524491904
G000749855	291	4766002	0.006105746493601975
G000751755	3750	5467016	0.06859317770425402
G000754405	3169	2715909	0.11668284909398657
G000754695	151	4833695	0.0031239041768253892
G000754765	151	5069311	0.0029787085463882567
G000754995	226	3973603	0.005687533455153924
G000755055	600	4538553	0.013220072564978308
G000755165	626	30689474	0.002039787322519767
G000755525	1606	5555534	0.02890811216347519
G000755585	302	4458307	0.006773871785859521
G000756045	5020	9702991	0.05173662430481488
G000756305	115	7071359	0.0016262786262159791
G000756505	221	2397867	0.009216524519500039
G000756665	302	4133484	0.00730618529066521
G000756775	604	3673759	0.016440926037881092
G000756815	151	4387147	0.0034418723603289337
G000757385	2314	3490976	0.06628518786723255
G000757795	3272	6286629	0.05204697143731561
G000758765	151	1937726	0.007792639413415519
G000758985	419	2477268	0.016913793743753198
G000759055	605	2229400	0.027137346371220956
G000759735	362	4903644	0.007382265107336503
G000759775	5600	4427096	0.12649375572610125
G000759815	744	5189537	0.014336539078534365
G000759995	8931	3667885	0.2434918215811019
G000760595	168	3331093	0.005043389662191959
G000761055	2354	5775372	0.04075927922911286
G000761155	127	4688635	0.002708677472228058
G000761485	792	4956412	0.015979301155755413
G000763315	151	3443272	0.004385363688956319
G000763375	425	3369577	0.012612859121486169
G000763805	151	3361427	0.0044921397965804405
G000763885	270	5504468	0.004905106179198425
G000763905	641	4015271	0.015964053235759182
G000764085	268	5728606	0.004678276006414126
G000764535	2488	4061942	0.06125149005081806
G000764645	2283	4725007	0.04831738873614367
G000764655	1394	4585704	0.030398822078354818
G000764665	1102	4398273	0.025055288746287464
G000764715	151	10428663	0.0014479324914420957
G000764855	106	4887184	0.002168938186080164
G000765945	808	2389163	0.033819375237269286
G000767055	151	2699015	0.0055946335978125355
G000767465	1805	5457678	0.03307267303054522
G000767565	302	2522628	0.011971642271472448
G000767835	453	2064143	0.021946153924413184
G000768335	547	3087052	0.01771917026340988
G000768345	302	3032617	0.009958395669482825
G000768355	356	3276842	0.010864118562933458
G000768695	292	4092550	0.007134915883739966
G000769135	748	1983840	0.037704653601096864
G000769745	610	32363668	0.001884829618200261
G000769815	474	3112102	0.015230863255767325
G000769825	2027	4481212	0.0452332984915688
G000769835	151	2885857	0.005232414495936563
G000769895	269	3376720	0.007966310502499466
G000769915	151	3801958	0.00397163777190595
G000769935	2477	4638754	0.05339795988319277
G000769985	367	2700806	0.013588536162908406
G000770155	302	4848754	0.00622840424570931
G000770795	151	3274886	0.004610847522631322
G000770925	2222	2231649	0.0995676291388117
G000770945	276	2279307	0.012108943639448306
G000770965	299	2252579	0.01327367430842603
G000771005	223	2221769	0.010037047055747018
G000771025	3631	2109616	0.17211663165239552
G000771045	403	2063248	0.01953231022155359
G000771105	7217	2783821	0.2592479904419142
G000771145	122	1916280	0.006366501763834095
G000771205	605	1994464	0.03033396441349656
G000771225	273	1901440	0.01435753954897341
G000771285	8254	2392525	0.3449911704161921
G000771305	1862	2257691	0.08247364231863438
G000771385	171	2172157	0.007872359134261474
G000771445	4520	2285910	0.19773306910595778
G000771485	509	2203767	0.023096815588943838
G000771505	151	2130606	0.00708718552374301
G000771525	151	2155134	0.007006524884299538
G000771545	2533	2324795	0.10895584341845195
G000771705	10809	2292760	0.4714405345522427
G000771725	151	2615403	0.005773488827534418
G000771745	457	2386861	0.019146485698161728
G000772705	151	4925617	0.0030656057911120573
G000772955	151	4018134	0.0037579632734995897
G000775285	134	4333708	0.0030920403497420685
G000775615	136	3206156	0.004241839760760238
G000775975	442	5608349	0.007881107256342286
G000783715	2036	4555415	0.04469406190215381
G000783935	3061	5823971	0.05255864083114425
G000785495	302	5637360	0.005357117516000398
G000785515	1613	2188923	0.07368920697530247
G000785705	1064	5172098	0.020571922651117593
G000786195	106	3781122	0.0028034006837124007
G000786655	576	3067361	0.018778357030685335
G000787535	123	4304588	0.0028574163195176864
G000787715	1187	3997042	0.02969696090258746
G000787755	153	9680853	0.0015804392443517115
G000787795	292	9530634	0.0030638045695595907
G000787815	151	8421879	0.001792949055667981
G000788015	4079	5727590	0.07121668974210793
G000789275	1404	4215619	0.03330471752784111
G000799205	436	4625434	0.009426142498195844
G000800395	419	3531443	0.011864838254503896
G000802225	462	5028701	0.009187263271369685
G000802385	151	3482521	0.004335939395627477
G000802425	151	3763654	0.00401205849421865
G000803315	151	4922207	0.0030677295774029817
G000803625	547	705138	0.07757346788855514
G000803645	1370	5202192	0.026335052608592688
G000804445	3000	30454185	0.009850862861705214
G000805675	1012	2664141	0.03798597746891024
G000806415	302	3748702	0.00805612182563458
G000807215	881	2928785	0.030080733136778563
G000807695	5561	4508484	0.12334523090244968
G000807925	3473	4887002	0.07106606463430953
G000808415	151	3885358	0.003886385759047172
G000812965	151	6359962	0.0023742280221171136
G000813125	152	4759135	0.0031938577073354715
G000813225	151	6974498	0.002165030372078392
G000813265	2052	5125112	0.04003814941019825
G000813705	372	2455289	0.01515096593517097
G000814965	748	37067986	0.0020179137868456083
G000815465	151	2375612	0.006356256829819011
G000816495	5581	2899885	0.19245590773427224
G000816845	604	7311250	0.00826124123781843
G000818015	1492	4383480	0.03403688393696333
G000818035	221	2256647	0.009793290665310083
G000818095	107	4119529	0.002597384312624089
G000818395	1057	5385145	0.019628069439170164
G000818595	151	4952790	0.003048786643487812
G000819565	713	4969488	0.014347554516682605
G000819685	1600	4666221	0.03428898888415272
G000819705	1126	4693876	0.023988703578875965
G000819725	1465	4112275	0.03562504939479971
G000819745	302	4691620	0.006437008964920433
G000819765	961	4303829	0.022328954054633678
G000819785	2187	4473602	0.04888678071942922
G000819805	280	4063227	0.006891074508020349
G000819825	1134	4473207	0.025350939493745766
G000819845	413	4475638	0.009227734682742437
G000819865	1397	4540479	0.030767678916695792
G000819885	1654	3905728	0.042348059055827746
G000819905	143	2558217	0.005589830729762174
G000819955	786	4501490	0.01746088517357586
G000819985	12112	4488978	0.26981642592144583
G000820005	577	5179770	0.011139490749589268
G000820025	1119	4764553	0.02348593876487469
G000820045	1161	4536167	0.02559429580083802
G000820065	2229	4742687	0.046998673958454355
G000820085	2177	4188843	0.0519713916229374
G000820105	477	4128455	0.011553959047634042
G000820125	425	3989674	0.0106524994272715
G000820145	6170	4684609	0.13170789707316022
G000820165	1388	4252991	0.032635855566118054
G000820185	728	4756221	0.01530626941010521
G000820205	453	4337765	0.01044316600830151
G000820225	2218	4517440	0.049098604519373805
G000820265	3659	4585816	0.07978950747260684
G000820285	2074	4432073	0.0467952581105952
G000820305	1240	4713321	0.02630841396119636
G000820325	1185	4684679	0.025295223002472528
G000820365	1609	4412097	0.03646791990293958
G000820515	460	6609296	0.006959894064360258
G000820725	151	2884609	0.005234678252754533
G000820765	151	3099593	0.004871607336834223
G000826065	451	3212505	0.014038888655426218
G000826105	151	4723654	0.0031966778261066538
G000826185	251	3693164	0.0067963404820365406
G000826645	151	3681922	0.0041011189264737275
G000827555	215	2580191	0.008332716453936937
G000828055	1093	5521203	0.019796410311303532
G000828075	1321	9469641	0.01394984244914881
G000828635	1224	3802648	0.03218809629500285
G000828895	549	2574013	0.021328563608653105
G000828915	291	2623256	0.01109308431963941
G000829435	175	3777413	0.00463280027892105
G000829675	440	3964794	0.011097676197048321
G000830155	6767	3081248	0.21961880380936555
G000831065	292	5873612	0.0049713872826465215
G000832125	3455	5284252	0.0653829529704488
G000832545	239	5992187	0.003988527060320381
G000832605	442	5637113	0.007840893024496759
G000832905	108	3366995	0.0032076079709058075
G000832985	402	5746760	0.006995246016886037
G000833025	151	4064534	0.0037150630305958815
G000833575	1632	2830519	0.05765727062775414
G000833995	815	3121860	0.026106231541452855
G000834015	1428	3265031	0.043736185046941364
G000834295	151	4839470	0.0031201763829510256
G000834395	453	4471090	0.010131757580366309
G000834455	151	4372253	0.0034535970356701683
G000835165	302	2729259	0.011065274493919412
G000835455	117	34689080	0.0003372819342571207
G000835495	103	43034672	0.00023934189622730248
G000835505	103	31406040	0.0003279623919475362
G000835515	99	38227354	0.00025897685725253183
G000835975	411	2547532	0.0161332615252723
G000836015	1628	3921671	0.04151291630531985
G000836035	105	4109024	0.0025553513437740934
G000836055	234	3857968	0.006065369126960099
G000836115	426	32912889	0.0012943257579120448
G000836275	352	29273883	0.001202436998193919
G000836295	289	31787789	0.000909154140918703
G000837125	216	131995	0.16364256221826584
G000837725	302	61670	0.489703259283282
G000838645	151	4679	3.2271852960034195
G000839785	204	123500	0.1651821862348178
G000843125	302	57930	0.5213188330744001
G000844405	112	568250	0.01970963484381874
G000845685	5733	159378	3.597108760305688
G000846365	15612	162114	9.63026018727562
G000848125	149	153080	0.09733472694016201
G000871465	229	295146	0.07758871880357518
G000871645	391	29739	1.3147718484145399
G000872945	259	293677	0.08819212944833951
G000875895	151	3177140	0.004752702115739312
G000875975	310	3000781	0.010330643922365544
G000876225	588	7626931	0.007709523004731523
G000878195	151	6093631	0.0024779971087845656
G000891975	737	29074	2.534910916970489
G000892635	435	29017	1.4991212048109728
G000897815	820	29371	2.7918695311702018
G000897835	664	29612	2.2423341888423614
G000898795	815	29729	2.741430926031821
G000898815	995	29506	3.3721954856639327
G000898835	302	29516	1.0231738717983467
G000899375	1239	29214	4.241117272540563
G000899395	1484	29202	5.0818437093349775
G000899415	1318	29348	4.490936350006815
G000900255	1250	29574	4.226685602218164
G000900275	151	29505	0.5117776648025758
G000900295	581	29516	1.9684239056782762
G000901015	151	40710	0.3709162367968558
G000903115	151	72570	0.20807496210555326
G000903355	342	291144	0.11746764487676202
G000903575	151	47090	0.3206625610533022
G000911015	911	29467	3.0915939864933657
G000911955	254	2473870	0.010267313965568119
G000912035	1319	29200	4.517123287671232
G000912055	933	29140	3.2017844886753606
G000912675	1031	29266	3.522859290644434
G000912735	607	29514	2.05665108084299
